,symbol,name,sector,market_cap
5069,SIGA,SIGA Technologies,Pharmaceuticals,841.73M
5070,SIGI,Selective Insurance Group,Insurance,4.67B
5071,SII,Sprott,Capital Markets,920.09M
5072,SILC,Silicom,Communications Equipment,236.30M
5073,SILK,Silk Road Medical,Health Care Equipment & Supplies,1.03B
5074,SILV,SilverCrest Metals,Metals & Mining,1.01B
5075,SIM,Grupo Simec,Metals & Mining,4.55B
5076,SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,3.07B
5077,SINT,SINTX Technologies,Health Care Equipment & Supplies,10.75M
5078,SIOX,Sio Gene Therapies,Biotechnology,19.61M
5079,SIRE,Sisecam Resources LP,Chemicals,364.32M
5080,SIRI,Sirius XM Holdings,Media,24.66B
5081,SISI,Shineco,Personal Products,20.17M
5082,SITC,SITE Centers,Equity Real Estate Investment Trusts ...,3.03B
5083,SITE,SiteOne Landscape Supply,Trading Companies & Distributors,5.62B
5084,SITM,SiTime,Semiconductors & Semiconductor Equipment,4.15B
5085,SIVB,SVB Financial Group,Banks,26.33B
5086,SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",2.46B
5087,SJ,Scienjoy Holding,Broadcasting,71.74M
5088,SJI,South Jersey Industries,Gas Utilities,4.22B
5089,SJM,The J. M. Smucker Company,Food Products,13.37B
5090,SJR,Shaw Communications,Media,14.19B
5091,SJT,San Juan Basin Royalty Trust,"Oil, Gas & Consumable Fuels",582.38M
5092,SJW,SJW Group,Water Utilities,1.84B
5093,SKE,Skeena Resources,Other Industrial Metals & Mining,537.08M
5094,SKIL,Skillsoft,Education & Training Services,840.61M
5095,SKIN,The Beauty Health Company,Household & Personal Products,1.83B
5096,SKLZ,Skillz,Entertainment,718.72M
5097,SKM,SK Telecom Co.,Wireless Telecommunication Services,10.04B
5098,SKT,Tanger Factory Outlet Centers,Equity Real Estate Investment Trusts ...,1.78B
5099,SKX,Skechers USA,"Textiles, Apparel & Luxury Goods",5.65B
5100,SKY,Skyline Champion,Household Durables,3.08B
5101,SKYA,Skydeck Acquisition,Blank Check / SPAC,268.76M
5102,SKYH,Sky Harbour Group,Independent Power and Renewable Elect...,839.27M
5103,SKYT,SkyWater Technology,Semiconductors,204.78M
5104,SKYW,SkyWest,Airlines,1.28B
5105,SKYX,SQL Technologies,Consumer Electronics,318.14M
5106,SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment,5.10B
5107,SLAC,Social Leverage Acquisition I,Blank Check / SPAC,421.76M
5108,SLAM,Slam Corp.,Blank Check / SPAC,702.22M
5109,SLB,Schlumberger,Energy Equipment & Services,61.23B
5110,SLCA,U.S. Silica Holdings,Energy Equipment & Services,1.27B
5111,SLCR,Silver Crest Acquisition,Blank Check / SPAC,422.62M
5112,SLDB,Solid Biosciences,Biotechnology,57.94M
5113,SLDP,Solid Power,Electrical Equipment & Parts,1.52B
5114,SLF,Sun Life Financial,Insurance,28.65B
5115,SLG,SL Green Realty,Equity Real Estate Investment Trusts ...,3.98B
5116,SLGC,SomaLogic,Health Information Services,1.04B
5117,SLGG,Super League Gaming,Interactive Media & Services,45.41M
5118,SLGL,Sol-Gel Technologies,Pharmaceuticals,143.39M
5119,SLGN,Silgan Holdings,Containers & Packaging,4.73B
5120,SLHG,Skylight Health Group,Medical Care Facilities,27.22M
5121,SLI,Standard Lithium,Other Industrial Metals & Mining,938.14M
5122,SLM,SLM Corporation,Consumer Finance,4.88B
5123,SLN,Silence Therapeutics,Biotechnology,605.37M
5124,SLNG,Stabilis Solutions,"Oil, Gas & Consumable Fuels",82.44M
5125,SLNH,Soluna Holdings,Scientific & Technical Instruments,99.97M
5126,SLNO,Soleno Therapeutics,Biotechnology,22.66M
5127,SLP,Simulations Plus,Health Care Technology,891.62M
5128,SLQT,SelectQuote,Insurance Brokers,418.40M
5129,SLRC,SLR Investment,Capital Markets,827.62M
5130,SLRX,Salarius Pharmaceuticals,Biotechnology,10.21M
5131,SLS,SELLAS Life Sciences Group,Biotechnology,66.12M
5132,SLVM,Sylvamo,Paper & Paper Products,2.12B
5133,SLVR,SilverSPAC,Blank Check / SPAC,301.09M
5134,SM,SM Energy Company,"Oil, Gas & Consumable Fuels",4.73B
5135,SMAP,SportsMap Tech Acquisition,Blank Check / SPAC,148.99M
5136,SMAR,Smartsheet,Software,4.61B
5137,SMBC,Southern Missouri Bancorp,Thrifts & Mortgage Finance,418.41M
5138,SMBK,SmartFinancial,Banks,415.84M
5139,SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",2.57B
5140,SMED,Sharps Compliance,Health Care Providers & Services,78.69M
5141,SMFG,Sumitomo Mitsui Financial Group,Banks,43.02B
5142,SMFL,Smart for Life,Packaged Foods,15.48M
5143,SMFR,Sema4 Holdings,Health Information Services,690.37M
5144,SMG,The Scotts Miracle-Gro Company,Chemicals,5.01B
5145,SMHI,Seacor Marine Holdings,Energy Equipment & Services,228.38M
5146,SMID,Smith-Midland,Construction Materials,77.87M
5147,SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,249.26M
5148,SMIT,Schmitt Industries,"Electronic Equipment, Instruments & C...",18.13M
5149,SMLP,Summit Midstream Partners LP,"Oil, Gas & Consumable Fuels",185.43M
5150,SMLR,Semler Scientific,Health Care Equipment & Supplies,198.14M
5151,SMMF,Summit Financial Group,Banks,342.96M
5152,SMMT,Summit Therapeutics,Biotechnology,96.50M
5153,SMP,Standard Motor Products,Auto Components,843.09M
5154,SMPL,The Simply Good Foods Company,Food Products,3.84B
5156,SMRT,SmartRent,Software-Application,1.03B
5157,SMSI,Smith Micro Software,Software,140.12M
5158,SMTC,Semtech,Semiconductors & Semiconductor Equipment,3.78B
5159,SMTI,Sanara MedTech,Medical Instruments & Supplies,188.21M
5160,SMTS,Sierra Metals,Metals & Mining,154.07M
5161,SMWB,Similarweb,Internet Content & Information,687.60M
5162,SNA,Snap-on,Machinery,11.38B
5163,SNAP,"Snap, Inc.",Interactive Media & Services,36.84B
5164,SNAX,Stryve Foods,Packaged Foods,30.93M
5165,SNBR,Sleep Number,Specialty Retail,983.10M
5166,SNCE,Science 37,Health Information Services,352.05M
5167,SNCR,Synchronoss Technologies,Software,134.22M
5168,SNCY,Sun Country Airlines Holdings,Airlines,1.38B
5169,SND,Smart Sand,Energy Equipment & Services,150.87M
5170,SNDA,Sonida Senior Living,Medical Care Facilities,165.52M
5171,SNDL,Sundial Growers,Pharmaceuticals,968.40M
5172,SNDR,Schneider National,Road & Rail,4.08B
5173,SNDX,Syndax Pharmaceuticals,Biotechnology,815.37M
5174,SNES,SenesTech,Pharmaceuticals,6.07M
5175,SNEX,StoneX Group,Capital Markets,1.46B
5176,SNFCA,Security National Financial,Thrifts & Mortgage Finance,175.03M
5177,SNGX,Soligenix,Biotechnology,24.86M
5178,SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",104.27M
5179,SNN,Smith & Nephew,Health Care Equipment & Supplies,14.15B
5180,SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,11.34M
5181,SNOW,Snowflake,IT Services,43.73B
5182,SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",75.24B
5183,SNPO,Snap One Holdings,Electronics & Computer Distribution,814.93M
5184,SNPS,Synopsys,Software,46.91B
5185,SNPX,Synaptogenix,Biotechnology,43.11M
5186,SNRH,Senior Connect Acquisition I,Blank Check / SPAC,508.70M
5187,SNSE,Sensei Biotherapeutics,Biotechnology,47.47M
5188,SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",49.42M
5189,SNTG,Sentage Holdings,Credit Services,9.52M
5190,SNV,Synovus Financial,Banks,5.95B
5191,SNX,Synnex,"Electronic Equipment, Instruments & C...",9.36B
5192,SNY,Sanofi,Pharmaceuticals,139.38B
5193,SO,The Southern Company,Electric Utilities,78.90B
5194,SOFI,SoFi Technologies,Credit Services,5.93B
5195,SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,63.82M
5196,SOHU,Sohu.com,Interactive Media & Services,545.79M
5197,SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,415.01M
5198,SOL,ReneSola,Construction & Engineering,304.12M
5199,SOLO,Electrameccanica Vehicles,Automobiles,186.22M
5200,SON,Sonoco Products Company,Containers & Packaging,5.58B
5201,SOND,Sonder Holdings,Lodging,484.60M
5202,SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",10.17M
5203,SONN,Sonnet BioTherapeutics Holdings,Biotechnology,15.76M
5204,SONO,Sonos,Household Durables,2.65B
5205,SONX,Sonendo,Medical Devices,71.09M
5206,SONY,Sony Group,Household Durables,111.55B
5207,SOPA,Society Pass,Software-Application,47.46M
5208,SOPH,SOPHiA GENETICS,Health Information Services,278.03M
5209,SOS,SOS Limited,Professional Services,102.66M
5210,SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",94.63M
5211,SOUN,SoundHound AI,Shell Companies,1.00B
5212,SOVO,Sovos Brands,Packaged Foods,1.38B
5213,SP,SP Plus,Commercial Services & Supplies,729.25M
5214,SPB,Spectrum Brands Holdings,Household Products,3.50B
5215,SPCB,SuperCom,"Electronic Equipment, Instruments & C...",10.07M
5216,SPCE,Virgin Galactic Holdings,Aerospace & Defense,1.70B
5217,SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,276.10M
5218,SPFI,South Plains Financial,Banks,413.68M
5219,SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,41.04B
5220,SPGI,S&P Global,Capital Markets,118.88B
5221,SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,421.33M
5222,SPH,Suburban Propane Partners,Gas Utilities,1.05B
5223,SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,54.33M
5224,SPIR,Spire Global,Specialty Business Services,196.83M
5225,SPK,SPK Acquisition,Blank Check / SPAC,65.70M
5226,SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351.11M
5227,SPLK,Splunk,Software,15.60B
5228,SPLP,Steel Partners Holdings LP,Industrial Conglomerates,898.42M
5229,SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,308.75M
5230,SPNS,Sapiens International,Software,1.33B
5231,SPNT,SiriusPoint,Insurance-Reinsurance,944.80M
5232,SPOK,Spok Holdings,Wireless Telecommunication Services,150.26M
5233,SPOT,Spotify Technology,Entertainment,20.60B
5234,SPPI,Spectrum Pharmaceuticals,Biotechnology,132.04M
5235,SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3.18B
5236,SPRB,Spruce Biosciences,Biotechnology,30.78M
5237,SPRC,SciSparc,Biotechnology,8.49M
5238,SPRO,Spero Therapeutics,Biotechnology,44.31M
5239,SPSC,SPS Commerce,Software,3.62B
5240,SPT,Sprout Social,Software,2.53B
5241,SPTK,SportsTek Acquisition,Blank Check / SPAC,211.53M
5242,SPTN,SpartanNash Company,Food & Staples Retailing,1.17B
5243,SPWH,Sportsman's Warehouse Holdings,Specialty Retail,408.74M
5244,SPWR,SunPower,Semiconductors & Semiconductor Equipment,2.83B
5245,SPXC,SPX Corporation,Machinery,2.20B
5246,SQ,Block,IT Services,48.23B
5247,SQFT,Presidio Property Trust,REIT-Diversified,37.71M
5248,SQL,SeqLL,Diagnostics & Research,8.32M
5249,SQM,Sociedad Quimica y Minera de Chile,Chemicals,28.20B
5250,SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,135.26M
5251,SQSP,Squarespace,Software-Infrastructure,3.00B
5252,SQZ,SQZ Biotechnologies Company,Biotechnology,98.94M
5253,SR,Spire,Gas Utilities,3.96B
5254,SRAD,Sportradar Group AG,Software-Application,2.72B
5255,SRAX,"SRAX, Inc.",Media,84.22M
5256,SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5.43B
5257,SRCE,1st Source,Banks,1.11B
5258,SRCL,Stericycle,Commercial Services & Supplies,4.50B
5259,SRDX,SurModics,Health Care Equipment & Supplies,514.13M
5260,SRE,Sempra Energy,Multi-Utilities,51.46B
5261,SREV,ServiceSource International,IT Services,144.41M
5262,SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,446.22M
5263,SRGA,Surgalign Holdings,Medical Devices,37.82M
5264,SRI,Stoneridge,Auto Components,521.04M
5265,SRL,Scully Royalty,Capital Markets,124.62M
5266,SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",408.68M
5267,SRNE,Sorrento Therapeutics,Biotechnology,620.37M
5268,SRPT,Sarepta Therapeutics,Biotechnology,6.32B
5269,SRRA,Sierra Oncology,Biotechnology,1.33B
5270,SRRK,Scholar Rock Holding,Biotechnology,185.69M
5271,SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,247.00M
5272,SRT,Startek,IT Services,135.60M
5273,SRTS,Sensus Healthcare,Health Care Equipment & Supplies,149.76M
5274,SRZN,Surrozen,Biotechnology,96.60M
5275,SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,379.97M
5276,SSB,South State,Banks,5.81B
5277,SSBI,Summit State Bank,Banks,101.86M
5278,SSBK,Southern States Bancshares,Banks-Regional,201.68M
5279,SSD,Simpson Manufacturing Company,Building Products,4.42B
5280,SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,68.36M
5281,SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,38.20M
5282,SSL,Sasol,Chemicals,15.95B
5283,SSNC,SS&C Technologies Holdings,Software,15.88B
5284,SSNT,SilverSun Technologies,Software,13.10M
5285,SSP,The E.W. Scripps Company,Media,1.33B
5286,SSRM,SSR Mining,Metals & Mining,4.33B
5287,SSSS,SuRo Capital,Capital Markets,225.52M
5288,SST,System1,Specialty Business Services,969.06M
5289,SSTI,ShotSpotter,Software,349.92M
5290,SSTK,Shutterstock,Internet & Direct Marketing Retail,2.15B
5291,SSU,SIGNA Sports United,Specialty Retail,2.26B
5292,SSY,SunLink Health Systems,Health Care Providers & Services,6.98M
5293,SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1.23B
5294,ST,Sensata Technologies Holding,Electrical Equipment,7.15B
5295,STAA,STAAR Surgical Company,Health Care Equipment & Supplies,2.91B
5296,STAB,Statera Biopharma,Biotechnology,13.06M
5297,STAF,Staffing 360 Solutions,Professional Services,13.51M
5298,STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,5.88B
5299,STAR,iStar,Equity Real Estate Investment Trusts ...,1.41B
5300,STBA,S&T Bancorp,Banks,1.13B
5301,STC,Stewart Information Services,Insurance,1.52B
5302,STCN,Steel Connect,IT Services,73.15M
5303,STE,Steris,Health Care Equipment & Supplies,22.92B
5304,STEM,"Stem, Inc.",Electrical Equipment,1.18B
5305,STEP,StepStone Group,Asset Management,1.64B
5306,STER,Sterling Check,Software-Infrastructure,1.73B
5307,STET,ST Energy Transition I,Blank Check / SPAC,296.74M
5308,STG,Sunlands Technology Group,Diversified Consumer Services,63.28M
5309,STGW,Stagwell,Advertising Agencies,3.80B
5310,STIM,Neuronetics,Health Care Equipment & Supplies,66.66M
5311,STKL,SunOpta,Food Products,752.61M
5312,STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",276.46M
5313,STLA,Stellantis,Automobiles,45.38B
5314,STLD,Steel Dynamics,Metals & Mining,14.68B
5315,STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,35.73B
5316,STN,Stantec,Professional Services,4.94B
5317,STNE,StoneCo,IT Services,2.91B
5318,STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1.80B
5319,STOK,Stoke Therapeutics,Biotechnology,547.87M
5320,STON,StoneMor,Diversified Consumer Services,270.18M
5321,STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7.34B
5322,STRA,Strategic Education,Diversified Consumer Services,1.58B
5323,STRC,Sarcos Technology & Robotics,Computer Hardware,623.06M
5324,STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343.21M
5325,STRL,Sterling Construction Company,Construction & Engineering,726.02M
5326,STRM,Streamline Health Solutions,Health Care Technology,57.49M
5327,STRN,Stran & Company,Advertising Agencies,36.94M
5328,STRO,Sutro Biopharma,Biotechnology,218.24M
5329,STRR,Star Equity Holdings,Diagnostics & Research,11.57M
5330,STRS,Stratus Properties,Real Estate Management & Development,342.02M
5331,STRT,STRATTEC Security,Auto Components,123.55M
5332,STRY,Starry Group Holdings,Telecom Services,362.62M
5333,STSA,Satsuma Pharmaceuticals,Pharmaceuticals,108.52M
5334,STSS,Sharps Technology,Medical Instruments & Supplies,10.92M
5335,STT,State Street,Capital Markets,25.71B
5336,STTK,Shattuck Labs,Biotechnology,125.87M
5337,STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4.43B
5338,STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7.31B
5339,STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",17.47B
5340,STXS,Stereotaxis,Health Care Equipment & Supplies,135.88M
5341,STZ,Constellation Brands,Beverages,45.70B
5342,SU,Suncor Energy,"Oil, Gas & Consumable Fuels",56.01B
5343,SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,416.33M
5344,SUI,Sun Communities,Equity Real Estate Investment Trusts ...,19.72B
5345,SUM,Summit Materials,Construction Materials,3.09B
5346,SUMO,Sumo Logic,Software,876.27M
5347,SUMR,Summer Infant,Leisure Products,25.33M
5348,SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3.38B
5349,SUNL,Sunlight Financial Holdings,Credit Services,598.37M
5350,SUNW,Sunworks,Electrical Equipment,62.10M
5351,SUP,Superior Industries International,Auto Components,107.01M
5352,SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1.47B
5353,SUPV,Grupo Supervielle,Banks,173.10M
5354,SURF,Surface Oncology,Biotechnology,104.03M
5355,SURG,SurgePays,Wireless Telecommunication Services,58.91M
5356,SUZ,Suzano,Paper & Forest Products,14.74B
5357,SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,995.50M
5358,SVFA,SVF Investment,Blank Check / SPAC,634.72M
5359,SVFB,SVF Investment 2,Blank Check / SPAC,289.20M
5360,SVFC,SVF Investment 3,Shell Companies,409.37M
5361,SVFD,Save Foods,Agricultural Inputs,11.31M
5362,SVM,Silvercorp Metals,Metals & Mining,488.81M
5363,SVNA,7 Acquisition,Blank Check / SPAC,247.50M
5364,SVRA,Savara,Biotechnology,149.39M
5365,SVT,Servotronics,Electrical Equipment,26.86M
5366,SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,22.34M
5367,SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,285.10M
5368,SWAV,ShockWave Medical,Health Care Equipment & Supplies,5.99B
5369,SWBI,Smith & Wesson Brands,Leisure Products,633.51M
5370,SWCH,Switch,IT Services,8.03B
5371,SWET,Athlon Acquisition,Blank Check / SPAC,338.10M
5372,SWI,SolarWinds,Software,1.84B
5373,SWIM,Latham Group,Building Products & Equipment,1.13B
5374,SWIR,Sierra Wireless,Communications Equipment,806.80M
5375,SWK,Stanley Black & Decker,Machinery,17.86B
5376,SWKH,SWK Holdings,Diversified Financial Services,247.45M
5377,SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,16.50B
5378,SWM,Schweitzer-Mauduit International,Paper & Forest Products,849.51M
5379,SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",8.39B
5380,SWSS,Springwater Special Situations,Blank Check / SPAC,221.67M
5381,SWTX,Springworks Therapeutics,Biotechnology,1.89B
5382,SWVL,Swvl Holdings,Software-Application,601.55M
5383,SWX,Southwest Gas Holdings,Gas Utilities,6.29B
5384,SXC,SunCoke Energy,Metals & Mining,665.80M
5385,SXI,Standex International,Machinery,1.11B
5386,SXT,Sensient Technologies,Chemicals,3.54B
5387,SXTC,China SXT Pharmaceuticals,Personal Products,3.88M
5388,SY,So-Young International,Interactive Media & Services,115.93M
5389,SYBT,Stock Yards Bancorp,Banks,1.62B
5390,SYBX,Synlogic,Biotechnology,84.30M
5391,SYF,Synchrony Financial,Consumer Finance,17.18B
5392,SYK,Stryker,Health Care Equipment & Supplies,88.09B
5393,SYN,Synthetic Biologics,Biotechnology,35.05M
5394,SYNA,Synaptics,Semiconductors & Semiconductor Equipment,5.47B
5395,SYNH,Syneos Health,Life Sciences Tools & Services,7.28B
5396,SYNL,Synalloy,Metals & Mining,161.79M
5397,SYPR,Sypris Solutions,Auto Components,48.65M
5398,SYRS,Syros Pharmaceuticals,Biotechnology,45.44M
5399,SYTA,Siyata Mobile,Communications Equipment,14.48M
5400,SYY,Sysco,Food & Staples Retailing,39.78B
5401,SZZL,Sizzle Acquisition,Blank Check / SPAC,217.05M
5402,T,"AT&T, Inc.",Diversified Telecommunication Services,148.84B
5403,TA,TravelCenters of America,Specialty Retail,509.57M
5404,TAC,TransAlta,Independent Power and Renewable Elect...,3.11B
5405,TACA,Trepont Acquisition I,Blank Check / SPAC,290.09M
5406,TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",43.80M
5407,TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",21.27M
5408,TAK,Takeda Pharmaceutical Company,Pharmaceuticals,46.69B
5409,TAL,TAL Education Group,Diversified Consumer Services,2.54B
5410,TALK,Talkspace,Medical Care Facilities,179.16M
5411,TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1.65B
5412,TALS,Talaris Therapeutics,Biotechnology,290.65M
5413,TANH,Tantech Holdings,Chemicals,3.88M
5414,TAOP,Taoping,IT Services,20.89M
5415,TAP,Molson Coors Beverage Company,Beverages,11.30B
5416,TARA,Protara Therapeutics,Biotechnology,34.90M
5417,TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1.40B
5418,TARS,Tarsus Pharmaceuticals,Biotechnology,366.74M
5419,TASK,TaskUs,Information Technology Services,2.19B
5420,TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",73.76M
5421,TATT,TAT Technologies,Aerospace & Defense,51.58M
5422,TAYD,Taylor Devices,Machinery,31.65M
5423,TBBK,The Bancorp,Banks,1.09B
5424,TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,516.72M
5425,TBI,TrueBlue,Professional Services,745.28M
5426,TBK,Triumph Bancorp,Banks,1.73B
5427,TBLA,Taboola.com,Internet Content & Information,762.87M
5429,TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",5.42M
5430,TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,193.93M
5431,TBPH,Theravance Biopharma,Pharmaceuticals,703.31M
5432,TBSA,TB SA Acquisition,Blank Check / SPAC,243.75M
5433,TC,TuanChe,Internet Content & Information,46.26M
5434,TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,249.00M
5435,TCBC,TC Bancshares,Banks-Regional,57.62M
5436,TCBI,Texas Capital Bancshares,Banks,2.67B
5437,TCBK,TriCo Bancshares,Banks,1.48B
5438,TCBP,TC BioPharm (Holdings),Biotechnology,33.12M
5439,TCBS,Texas Community Bancshares,Banks-Regional,50.62M
5440,TCBX,Third Coast Bancshares,Banks-Regional,319.34M
5441,TCDA,Tricida,Pharmaceuticals,554.80M
5442,TCFC,The Community Financial Corporation,Banks,208.19M
5443,TCI,Transcontinental Realty Investors,Real Estate Management & Development,397.32M
5444,TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,191.12M
5445,TCN,Tricon Residential,Real Estate Services,3.39B
5446,TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,209.80M
5447,TCOM,Trip.com Group,Internet & Direct Marketing Retail,13.38B
5448,TCON,TRACON Pharmaceuticals,Biotechnology,36.24M
5449,TCPC,Blackrock TCP Capital,Capital Markets,750.97M
5450,TCRR,TCR2 Therapeutics,Biotechnology,90.20M
5451,TCRT,Alaunos Therapeutics,Biotechnology,108.00M
5452,TCRX,TScan Therapeutics,Biotechnology,72.33M
5453,TCS,The Container Store Group,Specialty Retail,371.74M
5454,TCVA,TCV Acquisition,Blank Check / SPAC,497.46M
5455,TCX,Tucows,IT Services,473.80M
5456,TD,The Toronto-Dominion Bank,Banks,133.32B
5457,TDC,Teradata,Software,3.77B
5458,TDCX,"TDCX, Inc.",Specialty Business Services,2.07B
5459,TDG,TransDigm Group,Aerospace & Defense,30.49B
5460,TDOC,Teladoc Health,Health Care Technology,5.32B
5461,TDS,Telephone & Data Systems,Wireless Telecommunication Services,2.04B
5462,TDUP,ThredUp,Internet Retail,435.82M
5463,TDW,Tidewater,Energy Equipment & Services,1.09B
5464,TDY,Teledyne Technologies,Aerospace & Defense,18.26B
5465,TEAM,Atlassian,Software,44.71B
5466,TECH,Bio-Techne,Life Sciences Tools & Services,14.20B
5467,TECK,Teck Resources,Metals & Mining,22.46B
5468,TEDU,Tarena International,Diversified Consumer Services,32.54M
5469,TEF,Telefonica,Diversified Telecommunication Services,28.75B
5470,TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,308.75M
5471,TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",40.86B
5472,TELA,TELA Bio,Health Care Equipment & Supplies,127.09M
5473,TELL,Tellurian,"Oil, Gas & Consumable Fuels",2.56B
5474,TEN,Tenneco,Auto Components,1.36B
5475,TENB,Tenable Holdings,Software,5.36B
5476,TENX,Tenax Therapeutics,Biotechnology,17.32M
5477,TEO,Telecom Argentina,Diversified Telecommunication Services,2.27B
5478,TER,Teradyne,Semiconductors & Semiconductor Equipment,16.49B
5479,TERN,Terns Pharmaceuticals,Biotechnology,39.18M
5480,TESS,TESSCO Technologies,Communications Equipment,57.49M
5481,TETC,Tech & Energy Transition,Blank Check / SPAC,469.22M
5482,TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,129.54M
5483,TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,9.48B
5484,TEX,Terex,Machinery,2.30B
5485,TFC,Truist Financial,Banks,63.47B
5486,TFFP,TFF Pharmaceuticals,Pharmaceuticals,145.14M
5487,TFII,TFI International,Road & Rail,7.34B
5488,TFSL,TFS Financial,Thrifts & Mortgage Finance,4.07B
5489,TFX,Teleflex,Health Care Equipment & Supplies,13.55B
5490,TG,Tredegar,Chemicals,405.05M
5491,TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",322.09M
5492,TGAA,Target Global Acquisition I,Blank Check / SPAC,265.13M
5493,TGB,Taseko Mines,Metals & Mining,459.91M
5494,TGH,Textainer Group Holdings,Trading Companies & Distributors,1.52B
5495,TGI,Triumph Group,Aerospace & Defense,934.55M
5496,TGLS,Tecnoglass,Construction Materials,966.13M
5497,TGNA,Tegna,Media,4.76B
5498,TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,249.78M
5499,TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",963.53M
5500,TGT,Target,Multiline Retail,71.84B
5501,TGTX,TG Therapeutics,Biotechnology,795.11M
5502,TGVC,TG Venture Acquisition,Blank Check / SPAC,142.88M
5503,TH,Target Hospitality,"Hotels, Restaurants & Leisure",575.32M
5504,THAC,Thrive Acquisition,Blank Check / SPAC,215.62M
5505,THC,Tenet Healthcare,Health Care Providers & Services,6.98B
5506,THCA,Tuscan Holdings II,Shell Companies,76.39M
5507,THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,296.10M
5508,THFF,First Financial,Banks,550.91M
5509,THG,The Hanover Insurance Group,Insurance,5.14B
5510,THM,International Tower Hill Mines,Metals & Mining,136.74M
5511,THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,4.75M
5512,THO,Thor Industries,Automobiles,3.90B
5513,THR,Thermon Group Holdings,Electrical Equipment,503.59M
5514,THRM,Gentherm,Auto Components,2.16B
5515,THRN,Thorne HealthTech,Packaged Foods,301.11M
5516,THRX,Theseus Pharmaceuticals,Biotechnology,279.43M
5517,THRY,Thryv Holdings,Media,841.24M
5518,THS,TreeHouse Foods,Food Products,2.35B
